"MMM","lambda","metric","Coeff","Trait_metric"
-0.0512235796299799,0.0630957344480193,"AR",-0.0373909866309404,"NDVI_Ratio"
-0.0536304852256421,0.0501187233627272,"AR",-0.038858542310754,"NDVI_Ratio"
-0.0558778514926409,0.0398107170553497,"AR",-0.040185638000659,"NDVI_Ratio"
-0.0579463608282361,0.0316227766016838,"AR",-0.041394190910589,"NDVI_Ratio"
-0.0598981796041843,0.0251188643150958,"AR",-0.042446623722691,"NDVI_Ratio"
-0.0617358695873952,0.0199526231496888,"AR",-0.0433645986498088,"NDVI_Ratio"
-0.0634695605155419,0.0158489319246111,"AR",-0.0441874096251817,"NDVI_Ratio"
-0.0651545443042142,0.0125892541179417,"AR",-0.0449005226696245,"NDVI_Ratio"
-0.0668410590212912,0.01,"AR",-0.0455053808435046,"NDVI_Ratio"
-0.0686033430362801,0.00794328234724281,"AR",-0.046047888504212,"NDVI_Ratio"
-0.0704843216429124,0.00630957344480193,"AR",-0.0464829563693733,"NDVI_Ratio"
-0.072526732745401,0.00501187233627272,"AR",-0.046790326789433,"NDVI_Ratio"
-0.0747263486760933,0.00398107170553497,"AR",-0.0469510181117313,"NDVI_Ratio"
-0.0771767310474557,0.00316227766016838,"AR",-0.0469700726188371,"NDVI_Ratio"
-0.0797626193227055,0.00251188643150958,"AR",-0.0468271360134155,"NDVI_Ratio"
-0.0824996131247349,0.00199526231496888,"AR",-0.0465243038136942,"NDVI_Ratio"
-0.0853584752519159,0.00158489319246111,"AR",-0.0460698123802789,"NDVI_Ratio"
-0.0882923748841348,0.00125892541179417,"AR",-0.0454790582301187,"NDVI_Ratio"
-0.0911511437200431,0.001,"AR",-0.0447996349491714,"NDVI_Ratio"
-0.0938803414896868,0.000794328234724281,"AR",-0.0440680771601826,"NDVI_Ratio"
-0.0965229537328911,0.000630957344480193,"AR",-0.0432913899417764,"NDVI_Ratio"
-0.098922521293828,0.000501187233627271,"AR",-0.0425358961080187,"NDVI_Ratio"
-0.101040636870025,0.000398107170553497,"AR",-0.0418332441269612,"NDVI_Ratio"
-0.102955365667004,0.000316227766016838,"AR",-0.0411706248350894,"NDVI_Ratio"
-0.104601972977987,0.000251188643150958,"AR",-0.0405823479756187,"NDVI_Ratio"
-0.106057694003002,0.000199526231496888,"AR",-0.0400481352943073,"NDVI_Ratio"
-0.107266973397829,0.000158489319246111,"AR",-0.0395955977225908,"NDVI_Ratio"
-0.1082528102088,0.000125892541179417,"AR",-0.0392211614219162,"NDVI_Ratio"
-0.109090364217241,1e-04,"AR",-0.0388987758725172,"NDVI_Ratio"
-0.109784528050629,7.94328234724281e-05,"AR",-0.0386288465117684,"NDVI_Ratio"
-0.110342811502252,6.30957344480193e-05,"AR",-0.0384101571378915,"NDVI_Ratio"
-0.110829984904594,5.01187233627272e-05,"AR",-0.038217679228941,"NDVI_Ratio"
-0.111190113091187,3.98107170553497e-05,"AR",-0.0380750889380886,"NDVI_Ratio"
-0.111487567491133,3.16227766016838e-05,"AR",-0.037956759640939,"NDVI_Ratio"
-0.111723685123064,2.51188643150958e-05,"AR",-0.03786257614777,"NDVI_Ratio"
-0.111900061444718,1.99526231496888e-05,"AR",-0.0377922130222739,"NDVI_Ratio"
-0.112075218311703,1.58489319246111e-05,"AR",-0.0377217445717116,"NDVI_Ratio"
-0.11219127450111,1.25892541179417e-05,"AR",-0.0376752374134634,"NDVI_Ratio"
-0.112306694348937,1e-05,"AR",-0.0376286316976558,"NDVI_Ratio"
-0.112420881318677,7.94328234724282e-06,"AR",-0.0375822429953166,"NDVI_Ratio"
-0.112533396496382,6.30957344480192e-06,"AR",-0.0375363079758051,"NDVI_Ratio"
-0.112643914536789,5.01187233627271e-06,"AR",-0.0374910053494573,"NDVI_Ratio"
-0.11275219846054,3.98107170553497e-06,"AR",-0.0374464684212697,"NDVI_Ratio"
-0.112858080129211,3.16227766016838e-06,"AR",-0.0374027951371779,"NDVI_Ratio"
-0.112961445186553,2.51188643150958e-06,"AR",-0.0373600557726975,"NDVI_Ratio"
-0.113062221323122,1.99526231496887e-06,"AR",-0.0373182989105871,"NDVI_Ratio"
-0.11316036905375,1.58489319246111e-06,"AR",-0.0372775561331404,"NDVI_Ratio"
-0.113255874436016,1.25892541179417e-06,"AR",-0.0372378457226536,"NDVI_Ratio"
-0.113348743308599,1e-06,"AR",-0.0371991755864099,"NDVI_Ratio"
-0.113438996728735,7.94328234724282e-07,"AR",-0.037161545571334,"NDVI_Ratio"
-0.113526667359422,6.30957344480192e-07,"AR",-0.0371249492966083,"NDVI_Ratio"
-0.113611796610384,5.01187233627271e-07,"AR",-0.0370893756047943,"NDVI_Ratio"
-0.113694432377802,3.98107170553497e-07,"AR",-0.0370548097106276,"NDVI_Ratio"
-0.113774627259909,3.16227766016838e-07,"AR",-0.0370212341100045,"NDVI_Ratio"
-0.113852437150815,2.51188643150957e-07,"AR",-0.0369886292986229,"NDVI_Ratio"
-0.113927920134952,1.99526231496887e-07,"AR",-0.0369569743394599,"NDVI_Ratio"
-0.11400113562039,1.58489319246111e-07,"AR",-0.0369262473101671,"NDVI_Ratio"
-0.114072143661919,1.25892541179417e-07,"AR",-0.0368964256550487,"NDVI_Ratio"
-0.114141004434801,1e-07,"AR",-0.0368674864612177,"NDVI_Ratio"
-0.114207777828088,7.94328234724279e-08,"AR",-0.0368394066745027,"NDVI_Ratio"
-0.114272523132765,6.30957344480192e-08,"AR",-0.036812163267486,"NDVI_Ratio"
-0.114335298805002,5.01187233627271e-08,"AR",-0.0367857333695226,"NDVI_Ratio"
-0.114396162288862,3.98107170553497e-08,"AR",-0.0367600943665753,"NDVI_Ratio"
-0.114455169885976,3.16227766016838e-08,"AR",-0.0367352239771016,"NDVI_Ratio"
-0.114512376662295,2.51188643150957e-08,"AR",-0.0367111003089553,"NDVI_Ratio"
-0.114567836383999,1.99526231496887e-08,"AR",-0.0366877019012538,"NDVI_Ratio"
-0.114621601476329,1.58489319246111e-08,"AR",-0.0366650077543547,"NDVI_Ratio"
-0.114673723000333,1.25892541179417e-08,"AR",-0.0366429973504457,"NDVI_Ratio"
-0.114724250643586,1e-08,"AR",-0.0366216506667396,"NDVI_Ratio"
-0.114773232721741,7.94328234724279e-09,"AR",-0.0366009481828589,"NDVI_Ratio"
-0.114820716188412,6.30957344480192e-09,"AR",-0.0365808708836735,"NDVI_Ratio"
-0.114866746651431,5.01187233627271e-09,"AR",-0.0365614002585922,"NDVI_Ratio"
-0.114911368393898,3.98107170553497e-09,"AR",-0.0365425182981076,"NDVI_Ratio"
-0.114954624398803,3.16227766016838e-09,"AR",-0.036524207488227,"NDVI_Ratio"
-0.114996556376242,2.51188643150957e-09,"AR",-0.0365064508032939,"NDVI_Ratio"
-0.115037204792451,1.99526231496887e-09,"AR",-0.0364892316975988,"NDVI_Ratio"
-0.11507660890006,1.58489319246111e-09,"AR",-0.0364725340960955,"NDVI_Ratio"
-0.115114806769102,1.25892541179417e-09,"AR",-0.036456342384476,"NDVI_Ratio"
-0.115151835318388,1e-09,"AR",-0.0364406413987989,"NDVI_Ratio"
-2.37144440081326e-05,1000,"ROTC_ss",-3.80071589343278e-06,"NDVI_Ratio"
-2.98507493714259e-05,794.328234724281,"ROTC_ss",-4.78166483441827e-06,"NDVI_Ratio"
-3.75735780635308e-05,630.957344480193,"ROTC_ss",-6.01743622897862e-06,"NDVI_Ratio"
-4.72923689187967e-05,501.187233627272,"ROTC_ss",-7.57182241163338e-06,"NDVI_Ratio"
-5.95217819725847e-05,398.107170553497,"ROTC_ss",-9.52652884459787e-06,"NDVI_Ratio"
-7.49084848950599e-05,316.227766016838,"ROTC_ss",-1.19839543139833e-05,"NDVI_Ratio"
-9.42646052716329e-05,251.188643150958,"ROTC_ss",-1.50722807232559e-05,"NDVI_Ratio"
-0.000118609422587976,199.526231496888,"ROTC_ss",-1.89517247898672e-05,"NDVI_Ratio"
-0.000149221190327466,158.489319246111,"ROTC_ss",-2.38221633925177e-05,"NDVI_Ratio"
-0.00018770132957328,125.892541179417,"ROTC_ss",-2.99323479046802e-05,"NDVI_Ratio"
-0.000236053599966798,100,"ROTC_ss",-3.75908994755896e-05,"NDVI_Ratio"
-0.000296782170793389,79.4328234724281,"ROTC_ss",-4.7125521082278e-05,"NDVI_Ratio"
-0.000373006882049455,63.0957344480193,"ROTC_ss",-5.90816302107714e-05,"NDVI_Ratio"
-0.000468609710047898,50.1187233627272,"ROTC_ss",-7.39915952304664e-05,"NDVI_Ratio"
-0.000588402519006661,39.8107170553497,"ROTC_ss",-9.25391505216584e-05,"NDVI_Ratio"
-0.000738326714819857,31.6227766016838,"ROTC_ss",-0.000115539475473236,"NDVI_Ratio"
-0.000925681393921451,25.1188643150958,"ROTC_ss",-0.000143948329214807,"NDVI_Ratio"
-0.00115937648748342,19.9526231496888,"ROTC_ss",-0.000178860650058225,"NDVI_Ratio"
-0.00145020069547022,15.8489319246111,"ROTC_ss",-0.000221489866247415,"NDVI_Ratio"
-0.00181108447066956,12.5892541179417,"ROTC_ss",-0.000273114697599853,"NDVI_Ratio"
-0.00225732461937312,10,"ROTC_ss",-0.000334974380275445,"NDVI_Ratio"
-0.00280671884627661,7.94328234724281,"ROTC_ss",-0.000408086265681324,"NDVI_Ratio"
-0.00347953660681731,6.30957344480193,"ROTC_ss",-0.000492952646007865,"NDVI_Ratio"
-0.00429823015440872,5.01187233627272,"ROTC_ss",-0.000589118812932162,"NDVI_Ratio"
-0.00528677436851106,3.98107170553497,"ROTC_ss",-0.000694528075784767,"NDVI_Ratio"
-0.00646952303027896,3.16227766016838,"ROTC_ss",-0.000804741522610622,"NDVI_Ratio"
-0.0078695169714248,2.51188643150958,"ROTC_ss",-0.000911846960643274,"NDVI_Ratio"
-0.00950625485983918,1.99526231496888,"ROTC_ss",-0.00100336321835667,"NDVI_Ratio"
-0.0113930975478453,1.58489319246111,"ROTC_ss",-0.00106116335878011,"NDVI_Ratio"
-0.0135346544709238,1.25892541179417,"ROTC_ss",-0.00106075098046865,"NDVI_Ratio"
-0.0159246673767853,1,"ROTC_ss",-0.000971238000701835,"NDVI_Ratio"
-0.0185449625318774,0.794328234724281,"ROTC_ss",-0.000756377325203978,"NDVI_Ratio"
-0.0213659051925632,0.630957344480193,"ROTC_ss",-0.000376874895932099,"NDVI_Ratio"
-0.0243477728093099,0.501187233627272,"ROTC_ss",0.000206983967646324,"NDVI_Ratio"
-0.0274456544342553,0.398107170553497,"ROTC_ss",0.00102794442602333,"NDVI_Ratio"
-0.0306113179933982,0.316227766016838,"ROTC_ss",0.00211078427411972,"NDVI_Ratio"
-0.0337975491191557,0.251188643150958,"ROTC_ss",0.0034660467846369,"NDVI_Ratio"
-0.0369601196068375,0.199526231496888,"ROTC_ss",0.00508771193652817,"NDVI_Ratio"
-0.0400551054712394,0.158489319246111,"ROTC_ss",0.00695605049079854,"NDVI_Ratio"
-0.0430559380273285,0.125892541179417,"ROTC_ss",0.00902535427586094,"NDVI_Ratio"
-0.0459314920670653,0.1,"ROTC_ss",0.0112443489608269,"NDVI_Ratio"
-0.0486618348544569,0.0794328234724281,"ROTC_ss",0.0135501531331941,"NDVI_Ratio"
-0.0512235796299799,0.0630957344480193,"ROTC_ss",0.0158795733086335,"NDVI_Ratio"
-0.0536304852256421,0.0501187233627272,"ROTC_ss",0.0181596186832697,"NDVI_Ratio"
-0.0558778514926409,0.0398107170553497,"ROTC_ss",0.0203350391239461,"NDVI_Ratio"
-0.0579463608282361,0.0316227766016838,"ROTC_ss",0.0223645390728904,"NDVI_Ratio"
-0.0598981796041843,0.0251188643150958,"ROTC_ss",0.0242070988922163,"NDVI_Ratio"
-0.0617358695873952,0.0199526231496888,"ROTC_ss",0.0258506726794059,"NDVI_Ratio"
-0.0634695605155419,0.0158489319246111,"ROTC_ss",0.027302051634513,"NDVI_Ratio"
-0.0651545443042142,0.0125892541179417,"ROTC_ss",0.0285651414334328,"NDVI_Ratio"
-0.0668410590212912,0.01,"ROTC_ss",0.0296560334802378,"NDVI_Ratio"
-0.0686033430362801,0.00794328234724281,"ROTC_ss",0.0306146246200154,"NDVI_Ratio"
-0.0704843216429124,0.00630957344480193,"ROTC_ss",0.031445391318971,"NDVI_Ratio"
-0.072526732745401,0.00501187233627272,"ROTC_ss",0.0321569325197471,"NDVI_Ratio"
-0.0747263486760933,0.00398107170553497,"ROTC_ss",0.0327518635347965,"NDVI_Ratio"
-0.0771767310474557,0.00316227766016838,"ROTC_ss",0.0332537051887866,"NDVI_Ratio"
-0.0797626193227055,0.00251188643150958,"ROTC_ss",0.03364893042975,"NDVI_Ratio"
-0.0824996131247349,0.00199526231496888,"ROTC_ss",0.0339477246147176,"NDVI_Ratio"
-0.0853584752519159,0.00158489319246111,"ROTC_ss",0.0341571018585327,"NDVI_Ratio"
-0.0882923748841348,0.00125892541179417,"ROTC_ss",0.0342844906190667,"NDVI_Ratio"
-0.0911511437200431,0.001,"ROTC_ss",0.0343405456075788,"NDVI_Ratio"
-0.0938803414896868,0.000794328234724281,"ROTC_ss",0.0343408500290395,"NDVI_Ratio"
-0.0965229537328911,0.000630957344480193,"ROTC_ss",0.0342968694674058,"NDVI_Ratio"
-0.098922521293828,0.000501187233627271,"ROTC_ss",0.0342262139829202,"NDVI_Ratio"
-0.101040636870025,0.000398107170553497,"ROTC_ss",0.0341423618692563,"NDVI_Ratio"
-0.102955365667004,0.000316227766016838,"ROTC_ss",0.0340495022242693,"NDVI_Ratio"
-0.104601972977987,0.000251188643150958,"ROTC_ss",0.0339586911474979,"NDVI_Ratio"
-0.106057694003002,0.000199526231496888,"ROTC_ss",0.0338696277600596,"NDVI_Ratio"
-0.107266973397829,0.000158489319246111,"ROTC_ss",0.0337905959457014,"NDVI_Ratio"
-0.1082528102088,0.000125892541179417,"ROTC_ss",0.0337230599874499,"NDVI_Ratio"
-0.109090364217241,1e-04,"ROTC_ss",0.0336630206774708,"NDVI_Ratio"
-0.109784528050629,7.94328234724281e-05,"ROTC_ss",0.0336116183484495,"NDVI_Ratio"
-0.110342811502252,6.30957344480193e-05,"ROTC_ss",0.0335693881543115,"NDVI_Ratio"
-0.110829984904594,5.01187233627272e-05,"ROTC_ss",0.0335313802561419,"NDVI_Ratio"
-0.111190113091187,3.98107170553497e-05,"ROTC_ss",0.0335032777150709,"NDVI_Ratio"
-0.111487567491133,3.16227766016838e-05,"ROTC_ss",0.0334796965686813,"NDVI_Ratio"
-0.111723685123064,2.51188643150958e-05,"ROTC_ss",0.0334608393261201,"NDVI_Ratio"
-0.111900061444718,1.99526231496888e-05,"ROTC_ss",0.0334468077031364,"NDVI_Ratio"
-0.112075218311703,1.58489319246111e-05,"ROTC_ss",0.0334323541578664,"NDVI_Ratio"
-0.11219127450111,1.25892541179417e-05,"ROTC_ss",0.0334229436510769,"NDVI_Ratio"
-0.112306694348937,1e-05,"ROTC_ss",0.0334133107212158,"NDVI_Ratio"
-0.112420881318677,7.94328234724282e-06,"ROTC_ss",0.0334035255956166,"NDVI_Ratio"
-0.112533396496382,6.30957344480192e-06,"ROTC_ss",0.0333936789206529,"NDVI_Ratio"
-0.112643914536789,5.01187233627271e-06,"ROTC_ss",0.0333838433341206,"NDVI_Ratio"
-0.11275219846054,3.98107170553497e-06,"ROTC_ss",0.0333740755398777,"NDVI_Ratio"
-0.112858080129211,3.16227766016838e-06,"ROTC_ss",0.0333644189175243,"NDVI_Ratio"
-0.112961445186553,2.51188643150958e-06,"ROTC_ss",0.0333549061601998,"NDVI_Ratio"
-0.113062221323122,1.99526231496887e-06,"ROTC_ss",0.0333455615380443,"NDVI_Ratio"
-0.11316036905375,1.58489319246111e-06,"ROTC_ss",0.0333364027220788,"NDVI_Ratio"
-0.113255874436016,1.25892541179417e-06,"ROTC_ss",0.033327442223735,"NDVI_Ratio"
-0.113348743308599,1e-06,"ROTC_ss",0.03331868852432,"NDVI_Ratio"
-0.113438996728735,7.94328234724282e-07,"ROTC_ss",0.0333101469605158,"NDVI_Ratio"
-0.113526667359422,6.30957344480192e-07,"ROTC_ss",0.0333018204192434,"NDVI_Ratio"
-0.113611796610384,5.01187233627271e-07,"ROTC_ss",0.0332937098836629,"NDVI_Ratio"
-0.113694432377802,3.98107170553497e-07,"ROTC_ss",0.0332858148627608,"NDVI_Ratio"
-0.113774627259909,3.16227766016838e-07,"ROTC_ss",0.0332781337297191,"NDVI_Ratio"
-0.113852437150815,2.51188643150957e-07,"ROTC_ss",0.0332706639886613,"NDVI_Ratio"
-0.113927920134952,1.99526231496887e-07,"ROTC_ss",0.0332634024850534,"NDVI_Ratio"
-0.11400113562039,1.58489319246111e-07,"ROTC_ss",0.0332563455717052,"NDVI_Ratio"
-0.114072143661919,1.25892541179417e-07,"ROTC_ss",0.033249489239729,"NDVI_Ratio"
-0.114141004434801,1e-07,"ROTC_ss",0.0332428292218086,"NDVI_Ratio"
-0.114207777828088,7.94328234724279e-08,"ROTC_ss",0.0332363610735603,"NDVI_Ratio"
-0.114272523132765,6.30957344480192e-08,"ROTC_ss",0.0332300802375463,"NDVI_Ratio"
-0.114335298805002,5.01187233627271e-08,"ROTC_ss",0.033223982093541,"NDVI_Ratio"
-0.114396162288862,3.98107170553497e-08,"ROTC_ss",0.0332180619978934,"NDVI_Ratio"
-0.114455169885976,3.16227766016838e-08,"ROTC_ss",0.033212315314241,"NDVI_Ratio"
-0.114512376662295,2.51188643150957e-08,"ROTC_ss",0.033206737437358,"NDVI_Ratio"
-0.114567836383999,1.99526231496887e-08,"ROTC_ss",0.0332013238115541,"NDVI_Ratio"
-0.114621601476329,1.58489319246111e-08,"ROTC_ss",0.033196069944747,"NDVI_Ratio"
-0.114673723000333,1.25892541179417e-08,"ROTC_ss",0.0331909714191013,"NDVI_Ratio"
-0.114724250643586,1e-08,"ROTC_ss",0.0331860238989427,"NDVI_Ratio"
-0.114773232721741,7.94328234724279e-09,"ROTC_ss",0.0331812231365122,"NDVI_Ratio"
-0.114820716188412,6.30957344480192e-09,"ROTC_ss",0.0331765649760078,"NDVI_Ratio"
-0.114866746651431,5.01187233627271e-09,"ROTC_ss",0.033172045356272,"NDVI_Ratio"
-0.114911368393898,3.98107170553497e-09,"ROTC_ss",0.0331676603124084,"NDVI_Ratio"
-0.114954624398803,3.16227766016838e-09,"ROTC_ss",0.0331634059765551,"NDVI_Ratio"
-0.114996556376242,2.51188643150957e-09,"ROTC_ss",0.0331592785779945,"NDVI_Ratio"
-0.115037204792451,1.99526231496887e-09,"ROTC_ss",0.0331552744427424,"NDVI_Ratio"
-0.11507660890006,1.58489319246111e-09,"ROTC_ss",0.0331513899927333,"NDVI_Ratio"
-0.115114806769102,1.25892541179417e-09,"ROTC_ss",0.0331476217446915,"NDVI_Ratio"
-0.115151835318388,1e-09,"ROTC_ss",0.0331439663087606,"NDVI_Ratio"
-2.37144440081326e-05,1000,"TSA_DHW_stdev",-9.13139633800315e-06,"NDVI_Ratio"
-2.98507493714259e-05,794.328234724281,"TSA_DHW_stdev",-1.14900619524288e-05,"NDVI_Ratio"
-3.75735780635308e-05,630.957344480193,"TSA_DHW_stdev",-1.44624082616371e-05,"NDVI_Ratio"
-4.72923689187967e-05,501.187233627272,"TSA_DHW_stdev",-1.82027780188333e-05,"NDVI_Ratio"
-5.95217819725847e-05,398.107170553497,"TSA_DHW_stdev",-2.29091040305086e-05,"NDVI_Ratio"
-7.49084848950599e-05,316.227766016838,"TSA_DHW_stdev",-2.88300260971617e-05,"NDVI_Ratio"
-9.42646052716329e-05,251.188643150958,"TSA_DHW_stdev",-3.6277706302977e-05,"NDVI_Ratio"
-0.000118609422587976,199.526231496888,"TSA_DHW_stdev",-4.56437787318628e-05,"NDVI_Ratio"
-0.000149221190327466,158.489319246111,"TSA_DHW_stdev",-5.74191411319665e-05,"NDVI_Ratio"
-0.00018770132957328,125.892541179417,"TSA_DHW_stdev",-7.22184182403512e-05,"NDVI_Ratio"
-0.000236053599966798,100,"TSA_DHW_stdev",-9.08100479990342e-05,"NDVI_Ratio"
-0.000296782170793389,79.4328234724281,"TSA_DHW_stdev",-0.000114026281918938,"NDVI_Ratio"
-0.000373006882049455,63.0957344480193,"TSA_DHW_stdev",-0.000143241669403771,"NDVI_Ratio"
-0.000468609710047898,50.1187233627272,"TSA_DHW_stdev",-0.000179843420470216,"NDVI_Ratio"
-0.000588402519006661,39.8107170553497,"TSA_DHW_stdev",-0.000225642187962043,"NDVI_Ratio"
-0.000738326714819857,31.6227766016838,"TSA_DHW_stdev",-0.000282860187970055,"NDVI_Ratio"
-0.000925681393921451,25.1188643150958,"TSA_DHW_stdev",-0.000354206495005709,"NDVI_Ratio"
-0.00115937648748342,19.9526231496888,"TSA_DHW_stdev",-0.000442955631574952,"NDVI_Ratio"
-0.00145020069547022,15.8489319246111,"TSA_DHW_stdev",-0.000553022729320274,"NDVI_Ratio"
-0.00181108447066956,12.5892541179417,"TSA_DHW_stdev",-0.000689024011502312,"NDVI_Ratio"
-0.00225732461937312,10,"TSA_DHW_stdev",-0.000856305322744005,"NDVI_Ratio"
-0.00280671884627661,7.94328234724281,"TSA_DHW_stdev",-0.00106091421536932,"NDVI_Ratio"
-0.00347953660681731,6.30957344480193,"TSA_DHW_stdev",-0.00130948387173171,"NDVI_Ratio"
-0.00429823015440872,5.01187233627272,"TSA_DHW_stdev",-0.00160899256091049,"NDVI_Ratio"
-0.00528677436851106,3.98107170553497,"TSA_DHW_stdev",-0.00196634557412393,"NDVI_Ratio"
-0.00646952303027896,3.16227766016838,"TSA_DHW_stdev",-0.0023878649917409,"NDVI_Ratio"
-0.0078695169714248,2.51188643150958,"TSA_DHW_stdev",-0.0028784900672435,"NDVI_Ratio"
-0.00950625485983918,1.99526231496888,"TSA_DHW_stdev",-0.0034410413740258,"NDVI_Ratio"
-0.0113930975478453,1.58489319246111,"TSA_DHW_stdev",-0.00407554653613543,"NDVI_Ratio"
-0.0135346544709238,1.25892541179417,"TSA_DHW_stdev",-0.00477894559604649,"NDVI_Ratio"
-0.0159246673767853,1,"TSA_DHW_stdev",-0.00554543740476303,"NDVI_Ratio"
-0.0185449625318774,0.794328234724281,"TSA_DHW_stdev",-0.00636764005863576,"NDVI_Ratio"
-0.0213659051925632,0.630957344480193,"TSA_DHW_stdev",-0.00723850275706916,"NDVI_Ratio"
-0.0243477728093099,0.501187233627272,"TSA_DHW_stdev",-0.00815331231555615,"NDVI_Ratio"
-0.0274456544342553,0.398107170553497,"TSA_DHW_stdev",-0.00911433391536069,"NDVI_Ratio"
-0.0306113179933982,0.316227766016838,"TSA_DHW_stdev",-0.0101283221856038,"NDVI_Ratio"
-0.0337975491191557,0.251188643150958,"TSA_DHW_stdev",-0.0112086382468653,"NDVI_Ratio"
-0.0369601196068375,0.199526231496888,"TSA_DHW_stdev",-0.0123731393336485,"NDVI_Ratio"
-0.0400551054712394,0.158489319246111,"TSA_DHW_stdev",-0.0136461355486276,"NDVI_Ratio"
-0.0430559380273285,0.125892541179417,"TSA_DHW_stdev",-0.0150398774188713,"NDVI_Ratio"
-0.0459314920670653,0.1,"TSA_DHW_stdev",-0.0165680120539166,"NDVI_Ratio"
-0.0486618348544569,0.0794328234724281,"TSA_DHW_stdev",-0.0182331738106941,"NDVI_Ratio"
-0.0512235796299799,0.0630957344480193,"TSA_DHW_stdev",-0.0200295777279954,"NDVI_Ratio"
-0.0536304852256421,0.0501187233627272,"TSA_DHW_stdev",-0.0219301040507657,"NDVI_Ratio"
-0.0558778514926409,0.0398107170553497,"TSA_DHW_stdev",-0.0239060390642034,"NDVI_Ratio"
-0.0579463608282361,0.0316227766016838,"TSA_DHW_stdev",-0.0259333542112589,"NDVI_Ratio"
-0.0598981796041843,0.0251188643150958,"TSA_DHW_stdev",-0.0279538022597415,"NDVI_Ratio"
-0.0617358695873952,0.0199526231496888,"TSA_DHW_stdev",-0.0299400251890374,"NDVI_Ratio"
-0.0634695605155419,0.0158489319246111,"TSA_DHW_stdev",-0.0318931155574003,"NDVI_Ratio"
